辽宁移动,#genre#
CCTV-2财经,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226711/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225676/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226915/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000023315/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000014161/index.m3u8?channel-id=wasusyt&Contentid=6000000001000014161&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls#http://111.12.101.22:6610/PLTV/77777777/224/3221225676/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv2/index.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::1e]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225948/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225923/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225619/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225657/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000012442/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/8878432746825677699/index.m3u8?channel-id=wasusyt&Contentid=8878432746825677699&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000005000031113/index.m3u8?channel-id=bestzb&Contentid=5000000005000031113&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226795/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225800/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225657/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1070:301:2026::24]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225671/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226282/1/index.m3u8?fmt=ts2hls
CCTV-3综艺,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227038/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000004000008883/index.m3u8?channel-id=bestzb&Contentid=5000000004000008883&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000013682/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013682&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226256/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225677/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000022313/index.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225634/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225677/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv3/index.m3u8?IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226249/index.m3u8?fmt=ts2hls#http://[2409:8087:1070:301:2028::1f]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225916/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000011218/index.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8#http://[2409:8087:1070:301:2028::1e]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225662/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000002000020548/index.m3u8?channel-id=bestzb&Contentid=5000000002000020548&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227256/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/4890526699577299046/index.m3u8?channel-id=wasusyt&Contentid=4890526699577299046&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/1/index.m3u8?fmt=ts2hls
CCTV-4中文国际,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226899/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225802/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv4/index.m3u8?IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225753/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225753/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::1e]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225922/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225761/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225775/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000002000031664/index.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227225/index.m3u8?servicetype=1&IASHttpSessionId=OTT#rtsp://221.203.83.35:554/PLTV/88888888/224/3221226551/10000100000000060000000000599467_0.smil#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225761/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1030:201:2022::27]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225774/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000005000030093/index.m3u8?channel-id=bestzb&Contentid=5000000005000030093&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/4719673858948437836/index.m3u8?channel-id=wasusyt&Contentid=4719673858948437836&livemode=1&stbId=no
CCTV-5体育,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227041/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225801/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000005000025222/index.m3u8?channel-id=ystenlive&Contentid=1000000005000025222&livemode=1&stbId=no#http://111.12.101.22:6610/PLTV/77777777/224/3221225923/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225801/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-12000k-1080P-cctv5/index.m3u8?IASHttpSessionId=OTT#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227170/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226250/index.m3u8?fmt=ts2hls#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv5/index.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225680/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000016431/index.m3u8?channel-id=wasusyt&Contentid=6000000001000016431&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000003000030177/index.m3u8?channel-id=ystenlive&Contentid=1000000003000030177&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226259/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225680/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000004000008885/index.m3u8?channel-id=bestzb&Contentid=5000000004000008885&livemode=1&stbId=no#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225925/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000004794/index.m3u8?channel-id=ystenlive&Contentid=1000000001000004794&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227229/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225516/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225660/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000010000016619/index.m3u8?channel-id=bestzb&Contentid=5000000010000016619&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/7680777599813046442/index.m3u8?channel-id=wasusyt&Contentid=7680777599813046442&livemode=1&stbId=no#http://111.12.101.22:6610/PLTV/77777777/224/3221225660/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1030:301:2025::12]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225658/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226248/1/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225756/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225755/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225754/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225752/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225751/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/4867251683694877276/index.m3u8?channel-id=wasusyt&Contentid=4867251683694877276&livemode=1&stbId=no
CCTV-6电影,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227099/index.m3u8#http://[2409:8087:1070:301:2028::14]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226253/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225683/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000004574/index.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000001737/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226255/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225683/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv6/index.m3u8?IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000004000008886/index.m3u8?channel-id=bestzb&Contentid=5000000004000008886&livemode=1&stbId=no#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225936/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000010000018433/index.m3u8?channel-id=bestzb&Contentid=5000000010000018433&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000016466/index.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225715/index.m3u8#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226011/1/index.m3u8?fmt=ts2hls#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227260/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225715/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1030:301:2025::12]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225660/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/6994512760913257617/index.m3u8?channel-id=wasusyt&Contentid=6994512760913257617&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226250/1/index.m3u8?fmt=ts2hls
CCTV-7国防军事,http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225627/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225927/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv7/index.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000009055/index.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000024341/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226972/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225644/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls#http://111.12.101.22:6610/PLTV/77777777/224/3221225627/index.m3u8?servicetype=1&IASHttpSessionId=OTT#rtsp://221.203.83.35:554/PLTV/88888888/224/3221226531/10000100000000060000000000499224_0.smil#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225892/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000005000026715/index.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=no#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225700/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000017218/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225805/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225700/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1020:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225775/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/7823098201377312515/index.m3u8?channel-id=wasusyt&Contentid=7823098201377312515&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226235/1/index.m3u8?fmt=ts2hls
CCTV-8电视剧,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227102/index.m3u8#http://[2409:8087:1070:301:2028::1f]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225966/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226252/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225630/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000031433/index.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226258/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225631/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225630/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv8/index.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::1e]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225661/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000001070/index.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=no#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221226001/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000010000018377/index.m3u8?channel-id=bestzb&Contentid=5000000010000018377&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000004000008888/index.m3u8?channel-id=bestzb&Contentid=5000000004000008888&livemode=1&stbId=no#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225716/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000003736/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227266/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225716/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/8967744667154419073/index.m3u8?channel-id=wasusyt&Contentid=8967744667154419073&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226244/1/index.m3u8?fmt=ts2hls
CCTV-9纪录,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226734/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000032162/index.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=no#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225633/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225929/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000014583/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226031/1/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8#http://111.12.101.22:6610/PLTV/77777777/224/3221225633/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv9/index.m3u8?IASHttpSessionId=OTT#http://[2409:8087:1070:301:2028::1f]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225919/index.m3u8?fmt=ts2hls#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226923/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225939/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225663/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000028286/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028286&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225820/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225663/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000010000018384/index.m3u8?channel-id=bestzb&Contentid=5000000010000018384&livemode=1&stbId=no#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226262/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8#http://[2409:8087:1070:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225667/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/6350727550077620987/index.m3u8?channel-id=wasusyt&Contentid=6350727550077620987&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226291/1/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226279/1/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000001000024017/index.m3u8?channel-id=bestzb&Contentid=5000000001000024017&livemode=1&stbId=no
CCTV-10科教,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226702/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls#http://[2409:8087:1070:301:2028::1e]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225917/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000031506/index.m3u8?channel-id=wasusyt&Contentid=6000000001000031506&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000004000012827/index.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000023734/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=no#http://111.12.101.22:6610/PLTV/77777777/224/3221225624/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv10/index.m3u8?IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225624/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221226004/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226976/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225704/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225704/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000010000016738/index.m3u8?channel-id=bestzb&Contentid=5000000010000016738&livemode=1&stbId=no#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000001000026367/index.m3u8?channel-id=ystenlive&Contentid=1000000001000026367&livemode=1&stbId=no#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8#http://[2409:8087:1020:301:2026::2a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225668/index.m3u8?fmt=ts2hls#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226254/1/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/7284663355496915828/index.m3u8?channel-id=wasusyt&Contentid=7284663355496915828&livemode=1&stbId=no
CCTV-11戏曲,http://[2409:8087:1070:301:2028::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225867/index.m3u8?fmt=ts2hls#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225750/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221226927/index.m3u8?servicetype=1&IASHttpSessionId=OTT#rtsp://221.203.83.35:554/PLTV/88888888/224/3221226727/10000100000000060000000006519577_0.smil#http://39.135.46.100:6410/000000001000/HD-8000k-1080P-cctv11/index.m3u8?IASHttpSessionId=OTT#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221225815/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://111.12.101.22:6610/PLTV/77777777/224/3221225750/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225895/index.m3u8#http://zterr.hvs.fj.chinamobile.com:6060/PLTV/88888888/224/3221227233/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8#http://cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225739/index.m3u8#http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000002000019789/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=no#http://111.12.101.22:6610/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1&IASHttpSessionId=OTT#http://[2409:8087:1070:301:2026::22]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225670/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/5000000006000040011/index.m3u8?channel-id=bestzb&Contentid=5000000006000040011&livemode=1&stbId=no#http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226273/1/index.m3u8?fmt=ts2hls#http://cache.ott.fifalive.itv.cmvideo.cn:80/8983629816140945539/index.m3u8?channel-id=wasusyt&Contentid=8983629816140945539&livemode=1&stbId=no
